wiki_header,class,key_1,key_2
河辺飛行場,3,r_01_河辺飛行場_平易化.xlsx,r_02_河辺飛行場_平易化.xlsx
バーレーンの真珠採取業,6,r_01_バーレーンの真珠採取業_平易化.xlsx,r_02_バーレーンの真珠採取業_平易化.xlsx
地方病 (日本住血吸虫症),4,s_01_地方病 (日本住血吸虫症)_平易化.xlsx,s_02_地方病 (日本住血吸虫症).xlsx
ツキヨタケ,4,r_01_ツキヨタケ_平易化.xlsx,r_02_ツキヨタケ_平易化.xlsx
日立鉱山,5,r_01_日立鉱山_平易化.xlsx,r_02_日立鉱山_平易化.xlsx
網野神社,1,r_01_網野神社_平易化.xlsx,r_02_網野神社_平易化.xlsx
男の娘,3,s_01_男の娘_平易化.xlsx,s_02_男の娘.xlsx
アイユーブ朝,2,r_01_アイユーブ朝_平易化.xlsx,r_02_アイユーブ朝_平易化.xlsx
ロジスティック写像,4,s_01_ロジスティック写像_平易化.xlsx,s_02_ロジスティック写像.xlsx
賄征伐,3,r_01_賄征伐_平易化.xlsx,r_02_賄征伐_平易化.xlsx
1888年の磐梯山噴火,4,r_01_1888年の磐梯山噴火_平易化.xlsx,r_02_1888年の磐梯山噴火_平易化.xlsx
コンスタンティノープル包囲戦 (674年-678年) ,2,r_01_コンスタンティノープル包囲戦 (674年-678年) _平易化.xlsx,r_02_コンスタンティノープル包囲戦 (674年-678年) _平易化.xlsx
アラー・ウッディーン・ハルジー,2,r_01_アラー・ウッディーン・ハルジー_平易化.xlsx,r_02_アラー・ウッディーン・ハルジー_平易化.xlsx
近江鉄道本線,6,r_01_近江鉄道本線_平易化.xlsx,r_02_近江鉄道本線_平易化.xlsx
梓川電力,5,r_01_梓川電力_平易化.xlsx,r_02_梓川電力_平易化.xlsx
ブダペストのドナウ河岸とブダ城地区およびアンドラーシ通り,7,r_01_ブダペストのドナウ河岸とブダ城地区およびアンドラーシ通り_平易化.xlsx,r_02_ブダペストのドナウ河岸とブダ城地区およびアンドラーシ通り_平易化.xlsx
オーステナイト・フェライト系ステンレス鋼,5,r_01_オーステナイト・フェライト系ステンレス鋼_平易化.xlsx,r_02_オーステナイト・フェライト系ステンレス鋼_平易化.xlsx
太陽系,4,r_01_太陽系_平易化.xlsx,r_02_太陽系_平易化.xlsx
エアバスA300-600,5,r_01_エアバスA300-600_平易化.xlsx,r_02_エアバスA300-600_平易化.xlsx
プリエ,7,r_01_プリエ_平易化.xlsx,r_02_プリエ_平易化.xlsx
軌間,5,r_01_軌間_平易化.xlsx,r_02_軌間_平易化.xlsx
競技クイズ,7,r_01_競技クイズ_平易化.xlsx,r_02_競技クイズ_平易化.xlsx
スムマ,3,r_01_スムマ_平易化.xlsx,r_02_スムマ_平易化.xlsx
リッチモンド・K・ターナー,2,r_01_リッチモンド・K・ターナー_平易化.xlsx,r_02_リッチモンド・K・ターナー_平易化.xlsx
玩具,5,r_01_玩具_平易化.xlsx,r_02_玩具_平易化.xlsx
エドワード七世の戴冠式,7,r_01_エドワード七世の戴冠式_平易化.xlsx,r_02_エドワード七世の戴冠式_平易化.xlsx
白色矮星,4,r_01_白色矮星_平易化.xlsx,r_02_白色矮星_平易化.xlsx
全ての教皇に関する大司教聖マラキの預言,1,r_01_全ての教皇に関する大司教聖マラキの預言_平易化.xlsx,r_02_全ての教皇に関する大司教聖マラキの預言_平易化.xlsx
篠島,2,r_01_篠島_平易化.xlsx,r_02_篠島_平易化.xlsx
絹本著色後醍醐天皇御像,7,r_01_絹本著色後醍醐天皇御像_平易化.xlsx,r_02_絹本著色後醍醐天皇御像_平易化.xlsx
5つのルシャン,7,r_01_5つのルシャン_平易化.xlsx,r_02_5つのルシャン_平易化.xlsx
ジョン・ラッセル (初代ラッセル伯爵),2,r_01_ジョン・ラッセル (初代ラッセル伯爵)_平易化.xlsx,r_02_ジョン・ラッセル (初代ラッセル伯爵)_平易化.xlsx
エレウシスの秘儀,1,r_01_エレウシスの秘儀_平易化.xlsx,r_02_エレウシスの秘儀_平易化.xlsx
オーガスタス・フィッツロイ (第3代グラフトン公),2,r_01_オーガスタス・フィッツロイ (第3代グラフトン公)_平易化.xlsx,r_02_オーガスタス・フィッツロイ (第3代グラフトン公)_平易化.xlsx
焼入れ,5,r_01_焼入れ_平易化.xlsx,r_02_焼入れ_平易化.xlsx
微生物叢,4,r_01_微生物叢_平易化.xlsx,r_02_微生物叢_平易化.xlsx
女神湖,2,r_01_女神湖_平易化.xlsx,r_02_女神湖_平易化.xlsx
富岡製糸場と絹産業遺産群,6,r_01_富岡製糸場と絹産業遺産群_平易化.xlsx,r_02_富岡製糸場と絹産業遺産群_平易化.xlsx
宮中某重大事件,2,r_01_宮中某重大事件_平易化.xlsx,r_02_宮中某重大事件_平易化.xlsx
ルイーザ・メイ・オルコット,9,r_01_ルイーザ・メイ・オルコット_平易化.xlsx,r_02_ルイーザ・メイ・オルコット_平易化.xlsx
石徹白騒動,2,r_01_石徹白騒動_平易化.xlsx,r_02_石徹白騒動_平易化.xlsx
物体検出,5,r_01_物体検出_平易化.xlsx,r_02_物体検出_平易化.xlsx
還住 (青ヶ島),2,r_01_還住 (青ヶ島)_平易化.xlsx,r_02_還住 (青ヶ島)_平易化.xlsx
美幾,2,r_01_美幾_平易化.xlsx,r_02_美幾_平易化.xlsx
金鈴塚古墳,2,r_01_金鈴塚古墳_平易化.xlsx,r_02_金鈴塚古墳_平易化.xlsx
法隆寺金堂釈迦三尊像光背銘,1,r_01_法隆寺金堂釈迦三尊像光背銘_平易化.xlsx,r_02_法隆寺金堂釈迦三尊像光背銘_平易化.xlsx
ハンガリー料理,5,r_01_ハンガリー料理_平易化.xlsx,r_02_ハンガリー料理_平易化.xlsx
ラスール朝,2,r_01_ラスール朝_平易化.xlsx,r_02_ラスール朝_平易化.xlsx
おろかもの之碑,1,r_01_おろかもの之碑_平易化.xlsx,r_02_おろかもの之碑_平易化.xlsx
テサロニケの信徒への手紙二,1,r_01_テサロニケの信徒への手紙二_平易化.xlsx,r_02_テサロニケの信徒への手紙二_平易化.xlsx
重症急性呼吸器症候群,4,r_01_重症急性呼吸器症候群_平易化.xlsx,r_02_重症急性呼吸器症候群_平易化.xlsx
日本語の方言のアクセント,8,r_01_日本語の方言のアクセント_平易化.xlsx,r_02_日本語の方言のアクセント_平易化.xlsx
ティムール,2,r_01_ティムール_平易化.xlsx,r_02_ティムール_平易化.xlsx
水晶幻想,9,r_01_水晶幻想_平易化.xlsx,r_02_水晶幻想_平易化.xlsx
TEE,6,r_01_TEE_平易化.xlsx,r_02_TEE_平易化.xlsx
石野遺跡,2,r_01_石野遺跡_平易化.xlsx,r_02_石野遺跡_平易化.xlsx
湯山池,2,r_01_湯山池_平易化.xlsx,r_02_湯山池_平易化.xlsx
笹子トンネル (中央本線),5,r_01_笹子トンネル (中央本線)_平易化.xlsx,r_02_笹子トンネル (中央本線)_平易化.xlsx
キャプテン翼,7,r_01_キャプテン翼_平易化.xlsx,r_02_キャプテン翼_平易化.xlsx
仏足跡歌碑,2,r_01_仏足跡歌碑_平易化.xlsx,r_02_仏足跡歌碑_平易化.xlsx
金星の太陽面通過,4,s_01_金星の太陽面通過_平易化.xlsx,s_02_金星の太陽面通過.xlsx
門司の歴史,2,r_01_門司の歴史_平易化.xlsx,r_02_門司の歴史_平易化.xlsx
昭和電力,5,r_01_昭和電力_平易化.xlsx,r_02_昭和電力_平易化.xlsx
京都アニメーション放火殺人事件,3,r_01_京都アニメーション放火殺人事件_平易化.xlsx,r_02_京都アニメーション放火殺人事件_平易化.xlsx
ボーイング757,5,r_01_ボーイング757_平易化.xlsx,r_02_ボーイング757_平易化.xlsx
江戸の火事,2,r_01_江戸の火事_平易化.xlsx,r_02_江戸の火事_平易化.xlsx
ヒルズボロ (オレゴン州),2,r_01_ヒルズボロ (オレゴン州)_平易化.xlsx,r_02_ヒルズボロ (オレゴン州)_平易化.xlsx
ムハンマド1世 (ナスル朝),2,r_01_ムハンマド1世 (ナスル朝)_平易化.xlsx,r_02_ムハンマド1世 (ナスル朝)_平易化.xlsx
名古屋市電笹島線,6,r_01_名古屋市電笹島線_平易化.xlsx,r_02_名古屋市電笹島線_平易化.xlsx
沖大東島,2,r_01_沖大東島_平易化.xlsx,r_02_沖大東島_平易化.xlsx
鹿沼市立図書館,0,r_01_鹿沼市立図書館_平易化.xlsx,r_02_鹿沼市立図書館_平易化.xlsx
猪谷千春,7,r_01_猪谷千春_平易化.xlsx,r_02_猪谷千春_平易化.xlsx
リチャード3世の発掘と再埋葬,2,r_01_リチャード3世の発掘と再埋葬_平易化.xlsx,r_02_リチャード3世の発掘と再埋葬_平易化.xlsx
ヨハン・クライフ,7,r_01_ヨハン・クライフ_平易化.xlsx,r_02_ヨハン・クライフ_平易化.xlsx
ハリモグラ,4,r_01_ハリモグラ_平易化.xlsx,r_02_ハリモグラ_平易化.xlsx
ベニート・ムッソリーニの死,2,r_01_ベニート・ムッソリーニの死_平易化.xlsx,r_02_ベニート・ムッソリーニの死_平易化.xlsx
著作権法 (フランス),0,r_01_著作権法_(フランス)_平易化.xlsx,r_02_著作権法_(フランス)_平易化.xlsx
福山藩の辻堂,5,r_01_福山藩の辻堂_平易化.xlsx,r_02_福山藩の辻堂_平易化.xlsx
ファーティマ朝のエジプト征服,2,r_01_ファーティマ朝のエジプト征服_平易化.xlsx,r_02_ファーティマ朝のエジプト征服_平易化.xlsx
読書 (黒田清輝),7,r_01_読書 (黒田清輝)_平易化.xlsx,r_02_読書 (黒田清輝)_平易化.xlsx
赤色矮星,4,r_01_赤色矮星_平易化.xlsx,r_02_赤色矮星_平易化.xlsx
緑の革命,6,r_01_緑の革命_平易化.xlsx,r_02_緑の革命_平易化.xlsx
黄砂,4,s_01_黄砂_平易化.xlsx,s_02_黄砂.xlsx
納銭方,2,r_01_納銭方_平易化.xlsx,r_02_納銭方_平易化.xlsx
少年 (川端康成),9,r_01_少年 (川端康成)_平易化.xlsx,r_02_少年 (川端康成)_平易化.xlsx
子持山,2,r_01_子持山_平易化.xlsx,r_02_子持山_平易化.xlsx
フランシスコ (ローマ教皇),1,r_01_フランシスコ(ローマ教皇)_平易化.xlsx,r_02_フランシスコ(ローマ教皇)_平易化.xlsx
キリスト磔刑と最後の審判,7,r_01_キリスト磔刑と最後の審判_平易化.xlsx,r_02_キリスト磔刑と最後の審判_平易化.xlsx
三島事件,2,r_01_三島事件_平易化.xlsx,r_02_三島事件_平易化.xlsx
イタリアのエジプト侵攻,2,r_01_イタリアのエジプト侵攻_平易化.xlsx,r_02_イタリアのエジプト侵攻_平易化.xlsx
ロバート・ウォルポール,2,r_01_ロバート・ウォルポール_平易化.xlsx,r_02_ロバート・ウォルポール_平易化.xlsx
スィゲトヴァール包囲戦,2,r_01_スィゲトヴァール包囲戦_平易化.xlsx,r_02_スィゲトヴァール包囲戦_平易化.xlsx
田中舘愛橘,2,r_01_田中舘愛橘_平易化.xlsx,r_02_田中舘愛橘_平易化.xlsx
まぼろし博覧会,6,r_01_まぼろし博覧会_平易化.xlsx,r_02_まぼろし博覧会_平易化.xlsx
テロメラーゼ,4,r_01_テロメラーゼ_平易化.xlsx,r_02_テロメラーゼ_平易化.xlsx
性決定,4,r_01_性決定_平易化.xlsx,r_02_性決定_平易化.xlsx
マリア・ニコラエヴナ (ニコライ2世皇女),2,r_01_マリア・ニコラエヴナ (ニコライ2世皇女)_平易化.xlsx,r_02_マリア・ニコラエヴナ (ニコライ2世皇女)_平易化.xlsx
カトリック主税町教会,1,r_01_カトリック主税町教会_平易化.xlsx,r_02_カトリック主税町教会_平易化.xlsx
中央電気,5,r_01_中央電気_平易化.xlsx,r_02_中央電気_平易化.xlsx
ゴールデンライス,6,r_01_ゴールデンライス_平易化.xlsx,r_02_ゴールデンライス_平易化.xlsx
仏教美術,7,r_01_仏教美術_平易化.xlsx,r_02_仏教美術_平易化.xlsx
釜山橋頭堡の戦い,2,r_01_釜山橋頭堡の戦い_平易化.xlsx,r_02_釜山橋頭堡の戦い_平易化.xlsx
芋焼酎,5,r_01_芋焼酎_平易化.xlsx,r_02_芋焼酎_平易化.xlsx
エドワード7世 (イギリス王),2,r_01_エドワード7世 (イギリス王)_平易化.xlsx,r_02_エドワード7世 (イギリス王)_平易化.xlsx
コレステロール,4,s_01_コレステロール_平易化.xlsx,s_02_コレステロール_平易化.xlsx
松阪市図書館,0,r_01_松阪市図書館_平易化.xlsx,r_02_松阪市図書館_平易化.xlsx
関東州の競馬,7,r_01_関東州の競馬_平易化.xlsx,r_02_関東州の競馬_平易化.xlsx
闇サイト殺人事件,3,r_01_闇サイト殺人事件_平易化.xlsx,r_02_闇サイト殺人事件_平易化.xlsx
富山大空襲,2,r_01_富山大空襲_平易化.xlsx,r_02_富山大空襲_平易化.xlsx
赤血球,4,s_01_赤血球_平易化.xlsx,s_02_赤血球.xlsx
飯塚伊賀七,2,r_01_飯塚伊賀七_平易化.xlsx,r_02_飯塚伊賀七_平易化.xlsx
ウィリアム・ラム (第2代メルバーン子爵),2,r_01_ウィリアム・ラム (第2代メルバーン子爵)_平易化.xlsx,r_02_ウィリアム・ラム (第2代メルバーン子爵)_平易化.xlsx
天皇賞,7,s_01_天皇賞_平易化.xlsx,s_02_天皇賞.xlsx
伊能忠敬,2,r_01_伊能忠敬_平易化.xlsx,r_02_伊能忠敬_平易化.xlsx
カレーパン,5,r_01_カレーパン_平易化.xlsx,r_02_カレーパン_平易化.xlsx
深名線,6,r_01_深名線_平易化.xlsx,r_02_深名線_平易化.xlsx
フランツ・フォン・パーペン,2,r_01_フランツ・フォン・パーペン_平易化.xlsx,r_02_フランツ・フォン・パーペン_平易化.xlsx
ミケランジェロ・メリージ・ダ・カラヴァッジオ,7,r_01_ミケランジェロ・メリージ・ダ・カラヴァッジオ_平易化.xlsx,r_02_ミケランジェロ・メリージ・ダ・カラヴァッジオ_平易化.xlsx
スコモローフ,7,r_01_スコモローフ_平易化.xlsx,r_02_スコモローフ_平易化.xlsx
田島弥平,2,r_01_田島弥平_平易化.xlsx,r_02_田島弥平_平易化.xlsx
ウラジーミル・レーニン,2,r_01_ウラジーミル・レーニン_平易化.xlsx,r_02_ウラジーミル・レーニン_平易化.xlsx
芝山みよか,2,r_01_芝山みよか_平易化.xlsx,r_02_芝山みよか_平易化.xlsx
石岡第二発電所,5,r_01_石岡第二発電所_平易化.xlsx,r_02_石岡第二発電所_平易化.xlsx
小笠原諸島の自然,4,r_01_小笠原諸島の自然_平易化.xlsx,r_02_小笠原諸島の自然_平易化.xlsx
イスラームの陶芸,7,r_01_イスラームの陶芸_平易化.xlsx,r_02_イスラームの陶芸_平易化.xlsx
